OBJECTID *,Shape *,FID_Macro,SiteID,CC_Num,Waterbody,Location,Date_,Sample_Type,Bioclass,Latitude,Longitude,EPT_S,BI,% Impervious,Drainage,Elevation,Boulder,Cobble,Gravel,Sand,Silt,Other_Substrate,Sub_Desc,Canopy,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Stream_Width,Channel_Width,Avg_Stream_Depth,MaxStream_Depth,Channel_Modification,Instream_Habitat,Substrate,Shade,Region,Basin,FID_Haw_Upper_Nuese_piedmont,FID_Haw_Upper_Nuese,BASIN,FID_Piedmont_statecl
927,Point,2257,JB26,9646,SEVENMILE CR,SR 1120,2005-06-29T00:00:00Z,EPT,Good-Fair,36.065833,-79.168889,20,4.75122,NA,8.53,569,10,20,15,25,10,<Null>,NA,80,23.3,104,6.7,5.4,6,7,0.5,1.5,5,14,12,10,<Null>,<Null>,2,2,Neuse,1
928,Point,2258,JB26,11045,SEVENMILE CR,SR 1120,2010-07-20T00:00:00Z,EPT,Good-Fair,36.065833,-79.168889,19,5.137,NA,8.53,569,<Null>,60,20,10,10,<Null>,NA,40,25.7,89.6,5.7,5,5,7,0.2,0.7,5,11,11,7,<Null>,<Null>,2,2,Neuse,1
929,Point,2569,BB116,8321,UT E FK DEEP R,NR GALLIMORE DAIRY RD,2000-09-28T00:00:00Z,Qual 4,Not Rated,36.062778,-79.967222,7,6.002632,NA,2.44,823,10,30,20,20,20,<Null>,NA,0,19,165,7.1,9.4,1,<Null>,0.1,<Null>,2,6,3,20,<Null>,<Null>,1,1,Cape Fear,1
930,Point,652,BB313,9134,E FK DEEP R,SR 1556,2003-05-19T00:00:00Z,Full Scale,Fair,36.065278,-79.955833,6,6.959877,0.369554883081,6.32,800,35,10,10,35,10,<Null>,NA,95,14,97,<Null>,8.6999999999999993,5,5,0.5,1,5,10,3,10,<Null>,<Null>,1,1,Cape Fear,1
931,Point,714,JB7,3271,ENO R,US 15-501,1984-08-06T00:00:00Z,Full Scale,Good,36.071944,-78.908056,31,5.316263,0.0275556192394,142,276,10,20,30,40,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,10,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
932,Point,715,JB7,3835,ENO R,US 15-501,1986-07-07T00:00:00Z,Full Scale,Good,36.071944,-78.908056,28,5.613016,0.0275556192394,142,276,20,20,20,40,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
933,Point,716,JB7,4628,ENO R,US 15-501,1988-07-14T00:00:00Z,Full Scale,Good,36.071944,-78.908056,27,6.086933,0.0275556192394,142,276,20,20,30,30,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
934,Point,717,JB7,5341,ENO R,US 15-501,1990-07-11T00:00:00Z,Full Scale,Good,36.071944,-78.908056,30,5.530556,0.0275556192394,142,276,25,20,30,25,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
935,Point,718,JB7,6877,ENO R,US 15-501,1995-07-28T00:00:00Z,Full Scale,Good,36.071944,-78.908056,23,5.354724,0.0275556192394,142,276,15,10,20,35,20,<Null>,NA,30,27.8,100,<Null>,7,21,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
936,Point,719,JB7,8213,ENO R,US 15-501,2000-08-08T00:00:00Z,Full Scale,Excellent,36.071944,-78.908056,36,5.372039,0.0275556192394,142,276,20,20,20,40,0,<Null>,NA,0,28,156,7.6,7.4,20,<Null>,0.3,<Null>,4,20,8,2,<Null>,<Null>,2,2,Neuse,1
937,Point,720,JB7,9644,ENO R,US 15-501,2005-06-28T00:00:00Z,Full Scale,Good-Fair,36.071944,-78.908056,17,5.929817,0.0275556192394,142,276,10,20,20,30,20,<Null>,NA,30,26.1,126,7.4,6.1,15,16,0.3,1.5,5,14,11,5,<Null>,<Null>,2,2,Neuse,1
938,Point,721,JB7,9913,ENO R,US 15-501,2006-05-24T00:00:00Z,Full Scale,Good-Fair,36.071944,-78.908056,20,6.165827,0.0275556192394,142,276,10,30,30,20,10,<Null>,NA,40,21.4,93,6.9,8.9,25,30,0.5,1.2,4,17,12,6,<Null>,<Null>,2,2,Neuse,1
939,Point,722,JB7,11046,ENO R,US 15-501,2010-07-20T00:00:00Z,Full Scale,Good-Fair,36.071944,-78.908056,19,5.993296,0.0275556192394,142,276,0,<Null>,<Null>,<Null>,<Null>,<Null>,NA,30,27.7,98.5,6.1,6.6,15,20,0.3,1,5,16,11,7,<Null>,<Null>,2,2,Neuse,1
940,Point,723,JB7,12021,ENO R,US 15-501,2015-08-11T00:00:00Z,Full Scale,Good-Fair,36.071944,-78.908056,22,5.78,0.0275556192394,142,276,20,35,20,10,10,5,Bedrock,30,26.2,127,7.3,<Null>,14,17,0.25,1,5,16,12,7,<Null>,<Null>,2,2,Neuse,1
941,Point,686,JB167,4578,ENO R,NC 86,1988-06-21T00:00:00Z,Full Scale,Good-Fair,36.072222,-79.1,18,6.307372,0.0213748808401,65.5751,510,5,10,15,70,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
942,Point,687,JB167,5065,ENO R,NC 86,1989-08-17T00:00:00Z,Full Scale,Good-Fair,36.072222,-79.1,24,6.313747,0.0213748808401,65.5751,510,10,15,25,50,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
943,Point,689,JB3,3471,ENO R,SR 1004,1985-06-10T00:00:00Z,Full Scale,Good,36.072567,-78.863038,32,5.858046,0.032137106339,149,253,50,10,10,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
944,Point,690,JB3,5615,ENO R,SR 1004,1991-07-09T00:00:00Z,Full Scale,Good,36.072567,-78.863038,31,5.286992,0.032137106339,149,253,25,25,15,25,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
945,Point,691,JB3,6878,ENO R,SR 1004,1995-07-28T00:00:00Z,Full Scale,Good,36.072567,-78.863038,27,5.51761,0.032137106339,149,253,60,10,10,10,10,<Null>,NA,30,27.1,110,<Null>,6,20,<Null>,0.9,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
946,Point,692,JB3,8216,ENO R,SR 1004,2000-08-09T00:00:00Z,Full Scale,Good,36.072567,-78.863038,24,5.498024,0.032137106339,149,253,20,30,20,50,0,<Null>,NA,0,29,160,7.3,6.9,20,<Null>,0.5,<Null>,4,20,8,10,<Null>,<Null>,2,2,Neuse,1
947,Point,693,JB3,9641,ENO R,SR 1004,2005-06-27T00:00:00Z,Full Scale,Good-Fair,36.072567,-78.863038,25,5.977372,0.032137106339,149,253,10,40,10,40,0,<Null>,NA,35,25.1,125,6.8,5.9,15,17,0.5,1.5,5,12,8,6,<Null>,<Null>,2,2,Neuse,1
948,Point,694,JB3,9914,ENO R,SR 1004,2006-05-24T00:00:00Z,Full Scale,Good-Fair,36.072567,-78.863038,19,6.40756,0.032137106339,149,253,20,30,10,10,30,<Null>,NA,50,21.2,126,7,7,25,30,0.6,1.5,4,16,10,7,<Null>,<Null>,2,2,Neuse,1
949,Point,2651,BB51,4775,UT ROCK CR,SR 2808,1988-11-09T00:00:00Z,EPT,Not Rated,36.071389,-79.616389,20,4.607292,NA,1.49,626,30,30,20,20,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
950,Point,688,JB168,6721,ENO R,NR BURNSIDE DR,1994-09-20T00:00:00Z,Full Scale,Good-Fair,36.073889,-79.092222,15,5.949367,0.0216327491745,66.1359,495,10,30,25,25,10,<Null>,NA,90,16,<Null>,<Null>,<Null>,12,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
951,Point,1221,BB47,10113,L ALAMANCE CR,NC 54,2006-09-12T00:00:00Z,Full Scale,Poor,36.074444,-79.443889,4,7.705594,0.314370549995,6.52,570,10,30,15,35,10,<Null>,NA,10,20.5,184,6.6,6.4,6,12,0.4,0.5,3,14,11,2,<Null>,<Null>,1,1,Cape Fear,1
952,Point,725,JB169,4579,ENO R,US 70 BYP,1988-06-21T00:00:00Z,Full Scale,Good-Fair,36.075556,-79.071111,20,6.155418,0.0260475892654,73.4,481,35,35,10,20,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
953,Point,726,JB169,5064,ENO R,US 70 BYP,1989-08-17T00:00:00Z,Full Scale,Good,36.075556,-79.071111,26,5.981022,0.0260475892654,73.4,481,50,30,10,10,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,23,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
954,Point,727,JB169,6720,ENO R,US 70 BYP,1994-09-20T00:00:00Z,Full Scale,Fair,36.075556,-79.071111,13,6.190299,0.0260475892654,73.4,481,15,35,40,10,0,<Null>,NA,90,17,<Null>,<Null>,<Null>,10,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
955,Point,704,JB6,4580,ENO R,SR 1569,1988-06-21T00:00:00Z,Full Scale,Good,36.079444,-79.008333,30,5.613144,0.0215857312375,99.9,409,25,40,20,15,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,24,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
956,Point,705,JB6,5614,ENO R,SR 1569,1991-07-09T00:00:00Z,Full Scale,Excellent,36.079444,-79.008333,33,4.901937,0.0215857312375,99.9,409,30,25,20,20,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,12,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
957,Point,706,JB6,6888,ENO R,SR 1569,1995-07-28T00:00:00Z,Full Scale,Excellent,36.079444,-79.008333,27,4.974775,0.0215857312375,99.9,409,10,45,20,15,10,<Null>,NA,40,28.2,200,<Null>,7.5,18,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
958,Point,707,JB6,7144,ENO R,SR 1569,1996-10-14T00:00:00Z,Full Scale,Good,36.079444,-79.008333,28,5.379706,0.0215857312375,99.9,409,210,40,25,15,0,<Null>,NA,60,13,100,7.2,9.1,15,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
959,Point,708,JB6,8211,ENO R,SR 1569,2000-08-07T00:00:00Z,Full Scale,Excellent,36.079444,-79.008333,26,4.630145,0.0215857312375,99.9,409,10,60,20,10,0,<Null>,NA,0,28,133,<Null>,9.1,25,<Null>,0.5,<Null>,5,20,11,2,<Null>,<Null>,2,2,Neuse,1
960,Point,709,JB6,8995,ENO R,SR 1569,2002-09-05T00:00:00Z,EPT,Good,36.079444,-79.008333,21,4.22,0.0215857312375,99.9,409,50,25,30,30,10,<Null>,NA,0,23,111,7.3,6.3,22,30,0.4,1.5,4,13,13,9,<Null>,<Null>,2,2,Neuse,1
961,Point,710,JB6,9645,ENO R,SR 1569,2005-06-28T00:00:00Z,Full Scale,Good-Fair,36.079444,-79.008333,20,5.093035,0.0215857312375,99.9,409,10,60,20,10,0,<Null>,NA,30,25,157,7.3,5.9,25,<Null>,0.3,0.5,5,18,15,6,<Null>,<Null>,2,2,Neuse,1
962,Point,711,JB6,9912,ENO R,SR 1569,2006-05-16T00:00:00Z,Full Scale,Good,36.079444,-79.008333,29,5.645988,0.0215857312375,99.9,409,10,20,40,20,10,<Null>,NA,60,18.2,78,7.1,9.8000000000000007,30,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
963,Point,712,JB6,11048,ENO R,SR 1569,2010-07-26T00:00:00Z,Full Scale,Good,36.079444,-79.008333,23,4.904321,0.0215857312375,99.9,409,20,30,30,10,10,<Null>,NA,20,27.8,137.19999999999999,6.1,5.78,25,30,0.3,0.8,5,16,14,4,<Null>,<Null>,2,2,Neuse,1
964,Point,713,JB6,12020,ENO R,SR 1569,2015-08-11T00:00:00Z,EPT,Good,36.079444,-79.008333,21,4.480198,0.0215857312375,99.9,409,25,35,25,10,5,<Null>,NA,20,24.3,115,7.1,<Null>,18,21,0.2,1,5,18,12,4,<Null>,<Null>,2,2,Neuse,1
965,Point,1386,JB186,3481,LITTLE R,SR 1004,1985-06-12T00:00:00Z,Full Scale,Good-Fair,36.081667,-78.854722,25,5.787352,0.00819734894473,24.5993,255,0,0,10,90,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
966,Point,724,JB285,5066,ENO R,US 70,1989-08-17T00:00:00Z,Full Scale,Good-Fair,36.082778,-79.140833,17,6.130909,0.00865504348399,42,556,30,40,10,20,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,12,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
967,Point,2567,BB114,6026,UT E FK DEEP R,I-40,1992-09-28T00:00:00Z,Full Scale,Not Rated,36.080278,-79.956944,5,6.714615,0.345925843694,4.4135,820,5,20,45,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
968,Point,1223,BB193,9088,L ALAMANCE CR,OVERBROOK RD,2003-06-24T00:00:00Z,Qual 4,Poor,36.083333,-79.452778,5,7.0336,NA,4.4,575,20,20,10,40,10,<Null>,NA,40,25,185,7.6,6.9,5,6,0.2,0.4,5,18,3,8,<Null>,<Null>,1,1,Cape Fear,1
969,Point,1737,BB527,11756,N BUFFALO CR,W FRIENDLY AVE,2014-06-06T00:00:00Z,Full Scale,Fair,36.08201,-79.82878,6,7.198469,NA,4.8,780,20,25,25,20,5,5,NA,90,23.7,287,7.6,<Null>,9,9,0.3,0.8,4,18,11,10,<Null>,<Null>,1,1,Cape Fear,1
970,Point,702,JB5,9648,ENO R,SR 1561,2005-06-29T00:00:00Z,Full Scale,Good,36.085,-79.061111,22,5.74291,0.0251109590421,82.9,479,20,20,30,20,10,<Null>,NA,20,24.2,130,6.9,5.3,25,<Null>,0.3,1,5,18,12,7,<Null>,<Null>,2,2,Neuse,1
971,Point,703,JB5,9909,ENO R,SR 1561,2006-05-24T00:00:00Z,Full Scale,Good-Fair,36.085,-79.061111,18,5.973629,0.0251109590421,82.9,479,15,35,25,20,5,<Null>,NA,20,16.3,129,6.8,7.4,20,35,0.3,0.9,4,16,12,7,<Null>,<Null>,2,2,Neuse,1
972,Point,34,BB340,7999,BACK CR,SR 1936,1999-11-04T00:00:00Z,EPT,Not Rated,36.085833,-79.334722,8,6.329268,NA,73.2,511,15,0,5,65,15,<Null>,NA,40,14,95,6.7,8.8000000000000007,9,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
973,Point,346,BB42,9087,COBLE BR,ENGLEMAN AVE,2003-06-24T00:00:00Z,Qual 4,Not Rated,36.086111,-79.469722,4,6.9125,NA,0.98,607,20,10,10,60,0,<Null>,NA,90,20,90,6.9,5.8,3,3,0.1,0.3,5,20,3,10,<Null>,<Null>,1,1,Cape Fear,1
974,Point,919,BB21,3275,HAW R,NC 49,1984-08-01T00:00:00Z,Full Scale,Fair,36.086944,-79.367222,12,6.480469,0.0720603888502,603,485,10,20,20,50,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,30,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
975,Point,920,BB21,3442,HAW R,NC 49,1985-05-03T00:00:00Z,Full Scale,Fair,36.086944,-79.367222,10,6.912935,0.0720603888502,603,485,30,20,10,40,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,90,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
976,Point,2276,JB27,5517,SMITH CR,SR 1710,1984-01-25T00:00:00Z,Full Scale,Good,36.088428,-78.602445,29,5.026667,0.00379605732799,6.32,344,0,20,40,40,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
977,Point,2277,JB27,5520,SMITH CR,SR 1710,1984-04-02T00:00:00Z,Full Scale,Good,36.088428,-78.602445,32,5.516498,0.00379605732799,6.32,344,0,20,40,40,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
978,Point,2278,JB27,5523,SMITH CR,SR 1710,1984-06-20T00:00:00Z,Full Scale,Good,36.088428,-78.602445,23,5.372964,0.00379605732799,6.32,344,0,20,40,40,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
979,Point,2279,JB27,5526,SMITH CR,SR 1710,1984-11-16T00:00:00Z,Full Scale,Good,36.088428,-78.602445,29,5.476163,0.00379605732799,6.32,344,0,20,40,40,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
980,Point,2280,JB27,5695,SMITH CR,SR 1710,1991-08-06T00:00:00Z,EPT,Good-Fair,36.088428,-78.602445,17,4.667241,0.00379605732799,6.32,344,0,15,20,55,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
981,Point,2281,JB27,5839,SMITH CR,SR 1710,1992-04-24T00:00:00Z,Full Scale,Good,36.088428,-78.602445,30,5.145588,0.00379605732799,6.32,344,0,5,40,45,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
982,Point,2282,JB27,6763,SMITH CR,SR 1710,1995-03-02T00:00:00Z,Full Scale,Good,36.088428,-78.602445,31,5.128481,0.00379605732799,6.32,344,0,15,40,40,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
983,Point,2283,JB27,6894,SMITH CR,SR 1710,1995-07-25T00:00:00Z,Full Scale,Good-Fair,36.088428,-78.602445,24,5.827723,0.00379605732799,6.32,344,5,20,35,25,15,<Null>,NA,70,24,88,7.3,7,5,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
984,Point,2284,JB27,8218,SMITH CR,SR 1710,2000-08-10T00:00:00Z,EPT,Good,36.088428,-78.602445,21,5.034545,0.00379605732799,6.32,344,0,2,2,6,0,<Null>,NA,0,23,72,7.2,7.6,4,<Null>,0.5,<Null>,5,20,4,10,<Null>,<Null>,2,2,Neuse,1
985,Point,2285,JB27,9642,SMITH CR,SR 1710,2005-06-27T00:00:00Z,Full Scale,Good-Fair,36.088428,-78.602445,20,5.690698,0.00379605732799,6.32,344,0,10,35,55,0,<Null>,NA,70,23.9,84,6.5,6.3,2,2.5,0.3,1,5,15,8,6,<Null>,<Null>,2,2,Neuse,1
986,Point,2286,JB27,11044,SMITH CR,SR 1710,2010-07-19T00:00:00Z,Full Scale,Good,36.088428,-78.602445,18,5.004348,0.00379605732799,6.32,344,<Null>,30,30,30,10,<Null>,NA,80,25.3,66.8,6,6.46,3,5,0.2,0.8,5,16,11,10,<Null>,<Null>,2,2,Neuse,1
987,Point,2287,JB27,12017,SMITH CR,SR 1710,2015-08-10T00:00:00Z,Full Scale,Good-Fair,36.088428,-78.602445,20,5.478037,0.00379605732799,6.32,344,5,10,45,25,15,<Null>,NA,65,21.8,77.2,6.1,7.2,5,8,0.1,1,5,15,8,10,<Null>,<Null>,2,2,Neuse,1
988,Point,1635,BB9,7997,MOADAMS CR,NR TATE AVE,1999-11-04T00:00:00Z,Qual 4,Not Rated,36.089486,-79.283387,4,7.3,NA,0.8,609,10,35,30,25,10,<Null>,NA,90,8,126,6.4,8.9,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
989,Point,1636,BB342,7998,MOADAMS CR,SR 1940,1999-11-04T00:00:00Z,Qual 4,Not Rated,36.089722,-79.307778,5,7.176647,NA,3.19,570,20,35,20,20,5,<Null>,NA,50,10,420,6.8,10.7,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
990,Point,2599,BB38,6027,UT HORSEPEN CR,FRIENDLY RD,1992-09-28T00:00:00Z,Full Scale,Not Rated,36.088889,-79.908333,4,7.511321,0.346058558559,0.68,842,10,40,20,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
991,Point,2600,BB38,7755,UT HORSEPEN CR,FRIENDLY RD,1998-09-03T00:00:00Z,Full Scale,Not Rated,36.088889,-79.908333,6,6.714865,0.346058558559,0.68,842,20,50,15,10,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.2,<Null>,3,19,12,8,<Null>,<Null>,1,1,Cape Fear,1
992,Point,2601,BB40,8416,UT HORSEPEN CR,FRIENDLY RD,2001-04-19T00:00:00Z,Qual 5,Not Rated,36.088889,-79.908333,6,7.166467,NA,0.68,842,65,20,10,5,0,<Null>,NA,30,13,150,7.5,8.8000000000000007,2,5,0.2,0.3,4,14,12,4,<Null>,<Null>,1,1,Cape Fear,1
993,Point,653,BB414,9133,E FK DEEP R,THATCHER RD,2003-05-19T00:00:00Z,Qual 5,Good-Fair,36.090556,-79.967778,20,5.68982,NA,2.74,841,0,0,10,90,0,<Null>,NA,60,14,50,<Null>,8.6999999999999993,4,3.5,0.1,0.2,5,15,3,10,<Null>,<Null>,1,1,Cape Fear,1
994,Point,1035,BB205,8127,HORSEPEN CR,RADAR RD,2000-06-14T00:00:00Z,Qual 4,Not Rated,36.096111,-79.9225,3,7.741667,NA,2.14,813,15,30,25,30,0,<Null>,NA,70,25,218,7.6,8.1,2,<Null>,0.2,<Null>,4,12,12,7,<Null>,<Null>,1,1,Cape Fear,1
995,Point,1036,BB205,8415,HORSEPEN CR,RADAR RD,2001-04-19T00:00:00Z,Qual 5,Not Rated,36.096111,-79.9225,3,8.035354,NA,2.14,813,15,25,25,20,15,<Null>,NA,70,8,223,8.1,9.5,3,3.5,0.1,0.5,4,10,6,10,<Null>,<Null>,1,1,Cape Fear,1
996,Point,1031,BB369,8113,HORSEPEN CR,BALLINGER RD,2000-06-14T00:00:00Z,Full Scale,Not Rated,36.101389,-79.909722,7,7.802069,0.361911076443,3.4,796,5,10,15,50,20,<Null>,NA,50,24,175,7.6,9.1999999999999993,3,<Null>,0.2,<Null>,3,10,3,7,<Null>,<Null>,1,1,Cape Fear,1
997,Point,1032,BB369,8474,HORSEPEN CR,BALLINGER RD,2001-07-12T00:00:00Z,Qual 5,Not Rated,36.101389,-79.909722,5,7.161039,0.361911076443,3.4,796,5,0,15,60,20,<Null>,NA,60,23,166,8.1,7.6,2,6,0.3,0.6,5,11,4,9,<Null>,<Null>,1,1,Cape Fear,1
998,Point,1033,BB369,11235,HORSEPEN CR,BALLINGER RD,2011-06-27T00:00:00Z,EPT,Fair,36.101389,-79.909722,12,6.160345,0.361911076443,3.4,796,10,<Null>,40,30,20,<Null>,NA,70,22,207,<Null>,<Null>,7,12,0.3,1,5,16,6,10,<Null>,<Null>,1,1,Cape Fear,1
999,Point,1725,BB26,4773,N BUFFALO CR,NR FAIRVIEW ST,1988-11-09T00:00:00Z,Full Scale,Poor,36.102778,-79.770833,3,7.937857,0.338062298459,15.5,720,25,15,5,55,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,9,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1000,Point,1726,BB26,7393,N BUFFALO CR,NR FAIRVIEW ST,1997-07-29T00:00:00Z,Full Scale,Poor,36.102778,-79.770833,3,7.821739,0.338062298459,15.5,720,10,10,30,40,10,<Null>,NA,90,27,140,6.7,5.3,8,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1001,Point,1727,BB27,7391,N BUFFALO CR,NR SUMMIT AVE,1997-07-29T00:00:00Z,Full Scale,Poor,36.103611,-79.768333,5,7.681068,0.312953771524,15.7541,730,5,5,20,60,10,<Null>,NA,0,26,125,6.6,5,8,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1002,Point,2674,BB525,11550,UT TO HORSEPEN CR,UPS SR 2085 REFERENCE,2013-05-15T00:00:00Z,Qual 4,Fair,36.103243,-79.881879,4,6.772308,NA,0.81,825,10,5,15,50,20,<Null>,NA,80,16.5,139.6,6.1,6.1,3,4,0.2,0.5,4,16,12,8,<Null>,<Null>,1,1,Cape Fear,1
1003,Point,1728,BB28,7392,N BUFFALO CR,REVOLUTION MILL DR,1997-07-29T00:00:00Z,Full Scale,Poor,36.104167,-79.768611,4,7.96601,0.312953771524,15.6,719,0,0,50,40,10,<Null>,NA,10,26,128,6,5.9,8,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
1004,Point,1736,BB31,7628,N BUFFALO CR,SUMMIT AVE,1998-07-08T00:00:00Z,EPT,Poor,36.105,-79.764722,5,7.244,NA,21.7,724,15,20,35,30,0,<Null>,NA,90,26,920,7.6,4.8,11,<Null>,0.3,<Null>,3,12,6,9,<Null>,<Null>,1,1,Cape Fear,1
1005,Point,2675,BB524,11549,UT TO HORSEPEN CR,UPS SR 2085 WITHIN RESTORATION,2013-05-07T00:00:00Z,Qual 4,Poor,36.106725,-79.878914,4,7.172327,NA,1,810,0,10,20,30,40,<Null>,NA,70,13.1,148,<Null>,7.3,2,4,0.2,1,4,12,14,10,<Null>,<Null>,1,1,Cape Fear,1
